time,lat,lon
2026-02-01 06:56:09,70.88542,-154.17513
2026-02-01 12:47:49,71.02525,-154.43127
2026-02-01 18:51:52,70.91268,-154.03539
2026-02-02 00:56:48,70.903145,-153.95975
2026-02-02 06:54:59,70.8376,-154.24373
2026-02-02 12:55:30,70.793236,-154.46573
2026-02-02 18:50:22,70.77972,-154.82526
2026-02-03 00:54:36,70.776955,-154.82901
2026-02-03 06:58:59,70.6952,-154.85136
2026-02-03 12:54:41,70.80159,-154.96231
2026-02-03 18:51:23,70.88494,-155.22917
2026-02-03 22:43:28,70.98777,-155.44482
2026-02-04 00:48:13,71.013435,-155.42624
2026-02-04 06:56:35,70.94087,-155.16225
2026-02-04 12:47:50,71.09299,-155.45593
2026-02-04 18:55:48,71.05315,-155.30325
2026-02-05 00:48:13,71.15933,-155.6369
2026-02-05 07:00:17,71.06559,-155.36215
2026-02-05 12:51:04,71.144005,-155.41585
2026-02-05 15:35:11,71.12243,-155.29277
2026-02-05 18:51:38,71.12807,-155.36455
2026-02-06 00:59:11,71.10885,-154.97719
2026-02-06 06:31:07,71.16451,-156.04622
2026-02-06 12:49:54,71.09537,-155.50087
2026-02-06 18:41:34,71.077194,-155.57454
2026-02-07 00:44:25,71.06826,-155.83896
2026-02-07 06:53:53,71.01024,-155.90384
2026-02-07 12:53:39,70.98474,-156.25546
2026-02-07 18:49:37,71.02455,-156.4572
2026-02-08 00:50:10,71.11301,-156.43451
2026-02-08 07:00:22,71.12941,-156.1898
2026-02-08 12:58:16,71.21592,-156.2376
2026-02-08 18:46:07,71.21961,-156.45433
2026-02-09 00:54:07,71.24454,-156.14142
2026-02-09 06:56:50,71.15191,-156.00119
2026-02-09 12:43:32,71.09843,-156.13521
2026-02-09 18:47:57,71.04999,-156.17603
2026-02-10 00:46:33,71.052666,-156.3349
2026-02-10 06:46:11,71.102615,-156.09987
2026-02-10 12:41:46,71.13066,-155.84486
2026-02-10 18:59:42,71.21605,-155.34494
2026-02-11 00:49:15,71.36557,-155.35794
2026-02-11 06:50:44,71.44714,-155.53894
2026-02-11 12:52:19,71.52788,-155.50821
2026-02-11 18:44:34,71.49263,-155.65334
2026-02-12 00:48:48,71.558395,-155.4704
2026-02-12 06:49:54,71.54744,-155.5033
2026-02-12 12:52:58,71.56196,-155.46954
2026-02-12 18:55:43,71.55681,-155.60986
2026-02-13 00:58:07,71.59939,-155.37715
2026-02-13 06:59:49,71.672325,-155.33069
2026-02-13 12:54:35,71.748344,-155.36984
2026-02-13 18:50:07,71.66667,-155.88028
2026-02-14 00:51:54,71.54203,-155.59541
2026-02-14 06:47:32,71.469086,-155.17242
2026-02-14 12:56:17,71.5206,-154.41248
2026-02-14 18:44:22,71.48949,-154.8204
2026-02-15 00:36:52,71.55562,-155.374
2026-02-15 06:38:37,71.55247,-155.51593
2026-02-15 12:55:34,71.59209,-155.2677
2026-02-15 18:55:09,71.531715,-155.25519
2026-02-16 00:54:26,71.4692,-155.02075
2026-02-16 06:44:16,71.30809,-155.07529
2026-02-16 12:32:26,71.16368,-155.0899
2026-02-16 18:17:24,,
2026-02-17 00:38:08,71.02514,-154.44104
2026-02-17 06:30:57,71.1178,-155.00323
2026-02-17 12:32:52,71.39573,-155.58449
2026-02-17 18:30:03,71.552475,-156.07494
2026-02-17 23:14:33,71.72285,-155.86586
2026-02-18 01:16:55,71.7472,-155.54793
2026-02-18 06:41:25,71.73429,-155.40683
2026-02-18 12:50:21,71.81928,-155.12054
2026-02-18 18:23:22,71.59867,-155.63759
2026-02-19 01:12:49,71.70247,-155.26898
2026-02-19 06:52:34,71.78276,-155.26125
2026-02-19 12:33:36,71.638214,-155.63371
2026-02-19 18:35:43,71.559296,-155.70009
