time,lat,lon
2025-08-01 06:54:19,71.21388,-156.08025
2025-08-01 12:43:21,71.30264,-155.94385
2025-08-01 18:48:02,71.36025,-155.86449
2025-08-01 22:38:21,71.34977,-155.59586
2025-08-02 00:53:40,71.33856,-155.6497
2025-08-02 06:55:58,71.30257,-155.70969
2025-08-02 12:45:46,71.31592,-155.82245
2025-08-02 18:55:18,71.309494,-155.87431
2025-08-03 00:42:41,71.12799,-156.0125
2025-08-03 06:46:11,71.12814,-155.87117
2025-08-03 12:53:08,71.24341,-155.51369
2025-08-03 18:55:20,71.22653,-155.55638
2025-08-04 00:56:59,71.18464,-155.53346
2025-08-04 06:53:55,71.20689,-155.24248
2025-08-04 12:57:35,71.1651,-154.95786
2025-08-04 18:51:43,71.03497,-155.61957
2025-08-05 00:53:37,71.12872,-155.53447
2025-08-05 06:47:33,71.17323,-155.66908
2025-08-05 12:49:11,71.19997,-155.63322
2025-08-05 18:51:56,71.19138,-155.6323
2025-08-06 00:55:58,71.18702,-155.27155
2025-08-06 06:50:36,71.131004,-155.19385
2025-08-06 12:58:04,71.07114,-155.13272
2025-08-06 18:48:25,71.16383,-155.1666
2025-08-06 22:50:07,71.18775,-154.78156
2025-08-07 00:55:15,71.17613,-155.08212
2025-08-07 06:42:20,71.10692,-155.08302
2025-08-07 13:00:51,71.08865,-155.81894
2025-08-07 18:57:36,71.14707,-156.2484
2025-08-07 22:29:44,71.20542,-155.95438
2025-08-08 00:56:22,71.19162,-155.78531
2025-08-08 06:50:53,71.23953,-155.7727
2025-08-08 12:58:45,71.326744,-155.81778
2025-08-08 18:58:20,71.43206,-155.86375
2025-08-08 23:53:29,71.491394,-155.63464
2025-08-09 00:55:13,71.46889,-155.77367
2025-08-09 06:53:59,71.47171,-155.81271
2025-08-09 12:58:59,71.54771,-155.94077
2025-08-09 18:55:34,71.554276,-156.19319
2025-08-10 00:52:38,71.60502,-156.1556
2025-08-10 06:48:11,71.49408,-156.11105
2025-08-10 12:48:47,71.52023,-156.09872
2025-08-10 18:54:14,71.57118,-156.04756
2025-08-11 00:50:18,71.507545,-155.99863
2025-08-11 06:53:04,71.44557,-155.79709
2025-08-11 12:50:26,71.446045,-155.8085
2025-08-11 18:46:08,71.45146,-155.58452
2025-08-12 00:58:24,71.57038,-155.3129
2025-08-12 06:57:56,71.55505,-155.2277
2025-08-12 12:54:11,71.67036,-155.39903
2025-08-12 18:49:00,71.69242,-155.55775
2025-08-13 00:52:21,71.764244,-155.47469
2025-08-13 06:48:44,71.73835,-155.60686
2025-08-13 12:36:35,71.79137,-155.78363
2025-08-13 18:53:27,71.809105,-156.0611
2025-08-14 00:51:17,71.78338,-155.99408
2025-08-14 06:59:46,71.81716,-156.17502
2025-08-14 12:51:01,71.76429,-156.34418
2025-08-14 18:48:24,71.70507,-156.30894
2025-08-15 00:54:14,71.7439,-156.22496
2025-08-15 06:49:19,71.661835,-156.26996
2025-08-15 12:52:16,71.635796,-156.36116
2025-08-15 18:51:41,71.596886,-156.54558
2025-08-16 00:48:49,71.56429,-156.42055
2025-08-16 06:39:27,71.5078,-156.35286
2025-08-16 12:51:16,71.440765,-156.12776
2025-08-16 18:51:17,71.40468,-156.0518
2025-08-17 00:42:11,71.51846,-155.71484
2025-08-17 06:47:07,71.49014,-155.4448
2025-08-17 12:51:01,71.4895,-155.17926
2025-08-17 18:50:23,71.48025,-155.1448
2025-08-18 00:45:05,71.44645,-155.13939
2025-08-18 06:50:35,71.43005,-155.00406
2025-08-18 12:55:38,71.52674,-154.7084
2025-08-18 18:49:45,71.526184,-155.07463
2025-08-19 00:08:10,71.56792,-154.75095
2025-08-19 00:54:23,71.52723,-154.97867
2025-08-19 06:42:25,71.32154,-155.32957
2025-08-19 12:46:39,71.23266,-155.53745
2025-08-19 18:49:08,71.18368,-155.36484
2025-08-20 00:45:46,71.30373,-155.16306
2025-08-20 06:50:26,71.26783,-155.07297
2025-08-20 12:45:23,71.28839,-155.1105
2025-08-20 18:44:39,71.291405,-154.78876
2025-08-21 00:51:11,71.463234,-154.76189
2025-08-21 06:45:05,71.578,-154.74368
2025-08-21 12:57:12,71.69271,-154.97334
2025-08-21 18:49:40,71.61736,-154.97046
2025-08-22 00:44:19,71.56257,-154.70903
2025-08-22 06:47:08,71.51114,-154.34843
2025-08-22 12:49:55,71.530685,-154.10225
2025-08-22 18:44:54,71.567024,-154.1388
2025-08-23 00:45:12,71.39728,-154.08282
2025-08-23 06:42:37,71.406525,-153.95465
2025-08-23 12:52:33,71.495926,-153.84044
2025-08-23 18:40:10,71.53767,-154.24261
2025-08-24 00:47:27,71.545944,-154.10094
2025-08-24 06:45:54,71.407715,-154.19682
2025-08-24 12:44:59,71.27865,-154.57532
2025-08-24 18:45:27,71.278336,-154.732
2025-08-25 06:47:12,71.41301,-154.2449
2025-08-25 12:43:30,71.45782,-154.18439
2025-08-25 18:43:03,71.52958,-153.95866
2025-08-26 00:47:42,71.75145,-154.07982
