time,lat,lon
2025-09-01 06:44:57,71.690575,-155.07803
2025-09-01 12:55:29,,
2025-09-01 18:55:57,71.7574,-154.76474
2025-09-02 00:50:37,71.791374,-154.93996
2025-09-02 07:05:32,71.7965,-154.91078
2025-09-02 12:49:47,71.67086,-155.24965
2025-09-02 18:46:32,71.588844,-155.30357
2025-09-03 00:51:06,71.53597,-155.02443
2025-09-03 06:49:46,71.58909,-154.73798
2025-09-03 12:52:18,71.63566,-154.65988
2025-09-03 18:42:54,71.70097,-154.60059
2025-09-04 00:09:01,71.8836,-153.77486
2025-09-04 00:52:14,71.81527,-154.19743
2025-09-04 06:51:38,71.86324,-154.67838
2025-09-04 12:49:18,71.899635,-154.81883
2025-09-04 18:51:06,71.90856,-154.94815
2025-09-05 00:52:01,71.91636,-154.93826
2025-09-05 06:50:04,71.89103,-154.87999
2025-09-05 12:47:06,71.80893,-155.01073
2025-09-05 18:46:08,71.71983,-155.48637
2025-09-06 00:47:29,71.66771,-155.31725
2025-09-06 06:47:18,71.55643,-155.1254
2025-09-06 12:56:05,71.57911,-154.72083
2025-09-06 18:48:46,71.67638,-154.86246
2025-09-07 00:49:25,71.76703,-154.83751
2025-09-07 06:54:44,71.78986,-155.01468
2025-09-07 12:47:31,71.74768,-155.25832
2025-09-07 18:38:34,71.70289,-155.39001
2025-09-08 00:49:58,71.734276,-155.26302
2025-09-08 06:47:12,71.70283,-155.22057
2025-09-08 12:52:53,71.71585,-155.359
2025-09-08 18:32:49,71.66186,-155.53854
2025-09-09 00:42:55,71.65941,-155.50249
2025-09-09 06:48:59,71.63903,-155.61353
2025-09-09 12:45:53,71.58614,-155.68117
2025-09-09 18:50:32,71.62003,-155.72034
2025-09-10 00:48:36,71.64077,-155.7138
2025-09-10 06:44:37,71.58402,-155.74449
2025-09-10 12:49:21,71.64312,-155.8568
2025-09-10 18:53:44,71.67618,-155.98245
2025-09-11 00:46:57,71.68867,-156.06313
2025-09-11 06:35:59,71.6248,-156.22893
2025-09-11 12:52:53,71.6924,-156.31538
2025-09-11 18:52:21,71.68799,-156.63321
2025-09-12 00:49:07,71.66041,-156.65869
2025-09-12 06:35:18,71.58724,-156.7798
2025-09-12 12:48:51,71.671265,-156.92538
2025-09-12 18:49:28,71.67376,-157.01521
2025-09-13 00:53:06,71.71099,-157.19072
2025-09-13 06:43:14,71.64302,-156.8248
2025-09-13 12:50:20,71.676865,-156.58183
2025-09-13 18:45:01,71.693985,-156.42831
2025-09-14 00:44:35,71.74291,-156.09193
2025-09-14 06:44:10,71.71288,-156.21721
2025-09-14 12:42:34,71.721954,-156.2569
2025-09-14 18:10:17,71.56364,-156.34406
2025-09-15 00:47:24,71.67483,-155.96663
2025-09-15 06:53:52,71.65233,-155.7952
2025-09-15 12:49:14,71.6451,-155.97182
2025-09-15 18:51:27,71.63008,-156.09111
2025-09-16 00:41:08,71.56892,-156.21799
2025-09-16 06:48:14,71.58529,-156.21722
2025-09-16 12:30:43,71.5745,-156.29533
2025-09-16 18:48:41,71.672676,-156.09076
2025-09-17 00:46:29,71.72367,-156.07047
2025-09-17 06:54:01,71.725235,-156.15613
2025-09-17 12:32:34,71.58358,-156.59134
2025-09-17 18:52:22,71.60497,-156.48004
2025-09-18 00:37:44,71.52521,-156.56891
2025-09-18 06:52:28,71.50978,-156.4262
2025-09-18 12:51:32,71.55425,-156.47182
2025-09-18 18:46:55,71.557076,-156.52354
2025-09-19 00:41:45,71.511284,-156.51451
2025-09-19 06:32:42,71.41761,-156.65184
2025-09-19 12:50:12,71.371414,-156.41187
2025-09-19 18:46:41,71.33493,-156.52069
2025-09-20 00:40:43,71.34773,-156.41382
2025-09-20 06:50:28,71.28308,-156.37277
2025-09-20 12:37:16,71.30837,-156.32202
2025-09-20 18:47:34,71.29299,-156.2093
2025-09-21 00:43:41,71.34358,-156.126
2025-09-21 06:48:15,71.33602,-156.15263
2025-09-21 12:36:31,71.414314,-156.13588
2025-09-21 18:41:34,71.437325,-156.09914
2025-09-23 19:33:01,71.4498,-155.8758
2025-09-24 00:49:42,71.474686,-155.8259
2025-09-24 06:45:50,71.44912,-155.90085
2025-09-24 12:35:05,71.44824,-155.9698
2025-09-24 18:48:24,71.46883,-155.8079
2025-09-25 00:45:29,71.47931,-155.62482
2025-09-25 06:42:49,71.376305,-155.69421
2025-09-25 12:41:11,71.389854,-155.4973
2025-09-25 18:50:41,71.364174,-155.43506
2025-09-26 00:43:25,71.40019,-155.4292
2025-09-26 06:33:12,,
2025-09-26 12:48:30,71.35505,-155.50067
2025-09-26 18:48:53,71.385155,-155.66118
2025-09-27 00:53:27,71.38997,-155.59877
2025-09-27 06:42:44,71.32081,-155.86678
2025-09-27 12:49:21,71.33858,-155.87837
2025-09-27 18:44:34,71.34557,-156.07803
2025-09-28 00:45:26,71.35973,-155.96407
