time,lat,lon
2026-03-01 06:45:50,70.29719,-155.09148
2026-03-01 12:38:14,70.44638,-155.53711
2026-03-01 18:54:05,70.23529,-155.42088
2026-03-02 00:48:17,70.31249,-155.44547
2026-03-02 06:46:21,70.25072,-155.19266
2026-03-02 12:33:55,70.67864,-155.8618
2026-03-02 18:49:57,70.51105,-156.22404
2026-03-03 00:55:21,70.49621,-156.05872
2026-03-03 06:43:41,70.493866,-155.8908
2026-03-03 12:42:25,70.64002,-155.9873
2026-03-03 18:58:33,70.46117,-155.71143
2026-03-04 00:53:03,70.5016,-155.61613
2026-03-04 06:46:12,70.51612,-155.57574
2026-03-04 12:31:09,70.90402,-156.05258
2026-03-04 18:54:04,70.53856,-155.61446
2026-03-05 00:37:06,70.78099,-155.59348
2026-03-05 06:47:02,70.57806,-155.59692
2026-03-05 12:59:23,70.60278,-155.8258
2026-03-05 18:51:36,70.73528,-156.02354
2026-03-06 00:51:26,70.82403,-156.12817
2026-03-06 06:37:58,70.910866,-156.14449
2026-03-06 12:50:39,70.95039,-156.14526
2026-03-06 18:49:39,71.009155,-156.35042
2026-03-07 00:49:54,71.088326,-156.34865
2026-03-07 06:50:56,71.08799,-156.36115
2026-03-07 12:47:52,71.14862,-156.30777
2026-03-07 18:54:21,71.17081,-156.25594
2026-03-08 00:48:26,71.19609,-155.97061
2026-03-08 06:30:36,71.17702,-155.75653
2026-03-08 13:00:16,71.109924,-155.46085
2026-03-08 18:51:44,71.08401,-155.39413
2026-03-09 00:50:43,71.094955,-155.47714
2026-03-09 06:30:36,71.04536,-155.51544
2026-03-09 13:00:54,70.996346,-155.68977
2026-03-09 18:51:52,70.95549,-155.8067
2026-03-10 00:48:34,70.95898,-155.92603
2026-03-10 06:39:09,70.85568,-156.23561
2026-03-10 12:47:39,70.89865,-156.33617
2026-03-10 18:57:56,70.826546,-156.43605
2026-03-11 00:34:22,70.86659,-156.25085
2026-03-11 06:39:07,70.81366,-155.99951
2026-03-11 12:17:59,70.92911,-156.13158
2026-03-11 18:55:25,70.7479,-155.86087
2026-03-12 00:52:20,70.92722,-155.66714
2026-03-12 06:40:57,71.01996,-155.50969
2026-03-12 12:54:35,71.041855,-155.43207
2026-03-12 18:45:16,71.043236,-155.37961
2026-03-13 00:39:27,71.086845,-155.27364
2026-03-13 06:42:37,71.068665,-155.25792
2026-03-13 12:46:10,71.063194,-155.14864
2026-03-13 18:52:56,71.08808,-155.06854
2026-03-14 00:52:20,71.13318,-155.10762
2026-03-14 06:44:33,71.003624,-155.3194
2026-03-14 12:49:23,70.99447,-155.16501
2026-03-14 18:53:38,71.034676,-154.94853
2026-03-15 00:52:46,71.14441,-154.78046
2026-03-15 06:41:32,71.06434,-154.9014
2026-03-15 12:53:11,71.01137,-154.85104
2026-03-15 18:49:41,70.89558,-155.00513
2026-03-16 00:41:20,70.84465,-155.28564
2026-03-16 06:42:06,70.883415,-154.96376
2026-03-16 12:55:16,70.936775,-154.79588
2026-03-16 18:56:10,70.99879,-154.7516
2026-03-17 00:49:14,71.0204,-154.91048
2026-03-17 06:43:10,70.94132,-155.11061
2026-03-17 12:50:56,71.063515,-154.73216
2026-03-17 18:48:36,71.24732,-154.31795
2026-03-17 22:58:45,71.41199,-153.85666
2026-03-18 00:58:56,71.42003,-153.93297
2026-03-18 06:35:52,71.33115,-154.4759
2026-03-18 12:54:30,71.3114,-154.37372
2026-03-18 18:54:45,71.26635,-154.66695
2026-03-18 22:38:13,71.30562,-155.15054
2026-03-19 01:05:55,71.31319,-155.10579
2026-03-19 06:44:39,71.173134,-155.60179
2026-03-19 12:56:06,71.008705,-155.78471
2026-03-19 18:51:24,70.86447,-156.18678
2026-03-20 06:38:15,70.88119,-156.49927
2026-03-20 12:45:33,70.81863,-156.80777
2026-03-20 18:50:55,70.73484,-156.2852
2026-03-21 00:59:59,70.68766,-156.26813
2026-03-21 06:42:35,70.54495,-156.27902
2026-03-21 12:48:02,70.5424,-156.20442
2026-03-21 18:53:51,70.48675,-156.04889
2026-03-22 01:00:06,70.53436,-155.98207
2026-03-22 06:03:18,70.980705,-156.46472
2026-03-22 12:39:54,70.58294,-155.9527
2026-03-22 18:38:14,70.550606,-155.8137
2026-03-22 23:42:26,71.327866,-156.57698
2026-03-23 01:00:59,70.636314,-155.88103
2026-03-23 06:36:29,70.3291,-155.50223
2026-03-23 12:31:08,70.52202,-155.70895
2026-03-23 18:45:37,70.277084,-155.75713
2026-03-24 00:48:24,70.39056,-155.98253
2026-03-24 06:39:28,70.24793,-156.27406
2026-03-24 12:46:58,70.34432,-156.62952
2026-03-24 18:46:42,70.509895,-156.60872
2026-03-25 00:53:30,70.57746,-156.58163
2026-03-25 06:31:23,70.6809,-156.65018
2026-03-25 12:36:53,70.87611,-156.5641
2026-03-25 18:50:57,70.87636,-156.62045
2026-03-26 00:58:45,71.03027,-156.48355
2026-03-26 06:32:56,71.18655,-156.35603
2026-03-26 12:38:58,71.37114,-156.12305
2026-03-26 18:41:02,71.457504,-156.13683
2026-03-27 06:44:05,71.51274,-155.45432
2026-03-27 12:47:34,71.431114,-155.46286
2026-03-27 18:40:59,71.3322,-155.70172
2026-03-28 00:56:33,71.290344,-155.61736
2026-03-28 06:36:28,71.26627,-155.5649
2026-03-28 12:46:21,71.210884,-155.57352
2026-03-28 18:44:44,71.218895,-155.62296
2026-03-29 00:57:37,71.13774,-155.44551
