Timestamp,clones,unique_cloner,views,unique_viewer
2024-01-29 00:00:00,22,4,41,10
2024-01-30 00:00:00,4,3,58,11
2024-01-31 00:00:00,102,5,144,12
2024-02-01 00:00:00,47,9,50,5
2024-04-09 00:00:00,37,5,32,6
2024-04-10 00:00:00,48,4,97,11
2024-04-11 00:00:00,125,2,229,8
2024-04-12 00:00:00,28,4,68,9
2024-04-13 00:00:00,14,3,9,2
2024-04-14 00:00:00,13,2,2,2
2024-04-15 00:00:00,178,16,148,5
2024-04-16 00:00:00,50,5,27,5
2024-04-17 00:00:00,17,6,7,3
2024-04-18 00:00:00,19,4,40,4
2024-04-19 00:00:00,14,2,12,3
2024-04-20 00:00:00,13,2,2,2
2024-04-21 00:00:00,12,1,1,1
2024-04-22 00:00:00,14,3,10,9
2024-04-23 00:00:00,12,1,12,6
2024-04-24 00:00:00,16,5,2,1
2024-04-25 00:00:00,13,2,47,7
2024-04-26 00:00:00,13,1,32,9
2024-04-27 00:00:00,13,2,4,2
2024-04-27 00:00:00,13,2,4,2
2024-04-29 00:00:00,16,2,24,6
2024-04-30 00:00:00,13,2,29,5
2024-05-01 00:00:00,65,3,158,9
2024-05-02 00:00:00,68,6,196,16
2024-05-03 00:00:00,14,2,14,4
2024-05-04 00:00:00,16,4,4,4
2024-05-05 00:00:00,13,2,6,2
2024-05-06 00:00:00,17,5,14,9
2024-05-07 00:00:00,86,7,128,11
2024-05-08 00:00:00,14,3,25,7
2024-05-09 00:00:00,16,5,84,7
2024-05-10 00:00:00,13,1,29,4
2024-05-11 00:00:00,13,2,13,4
2024-05-12 00:00:00,13,2,3,2
2024-05-13 00:00:00,14,3,44,3
2024-05-14 00:00:00,37,7,77,12
2024-05-15 00:00:00,21,2,52,10
2024-05-16 00:00:00,112,9,22,4
2024-05-17 00:00:00,214,5,45,6
2024-05-18 00:00:00,14,3,22,3
2024-05-19 00:00:00,12,1,2,2
2024-05-20 00:00:00,29,2,19,9
2024-05-21 00:00:00,40,8,104,11
2024-05-22 00:00:00,68,7,148,13
2024-05-23 00:00:00,16,4,43,10
2024-05-24 00:00:00,15,2,8,3
2024-05-25 00:00:00,13,2,2,2
2024-05-26 00:00:00,12,1,57,4
2024-05-27 00:00:00,14,3,1,1
2024-05-28 00:00:00,15,4,20,7
2024-05-29 00:00:00,43,2,251,8
2024-05-30 00:00:00,13,2,11,5
2024-05-31 00:00:00,30,1,41,5
2024-06-01 00:00:00,14,3,1,1
2024-06-02 00:00:00,12,1,1,1
2024-06-03 00:00:00,28,5,71,7
2024-06-04 00:00:00,15,3,90,5
2024-06-05 00:00:00,35,6,11,4
2024-06-06 00:00:00,13,2,98,6
2024-06-07 00:00:00,15,3,9,5
2024-06-08 00:00:00,13,2,37,3
2024-06-08 00:00:00,13,2,37,3
2024-06-10 00:00:00,59,11,39,8
2024-06-11 00:00:00,15,4,34,6
2024-06-12 00:00:00,16,4,44,7
2024-06-13 00:00:00,14,3,32,9
2024-06-14 00:00:00,14,2,31,8
2024-06-15 00:00:00,12,1,73,2
2024-06-16 00:00:00,12,1,6,1
2024-06-17 00:00:00,54,8,43,12
2024-06-18 00:00:00,217,4,3,2
2024-06-19 00:00:00,73,3,19,9
2024-06-20 00:00:00,12,1,22,8
2024-06-21 00:00:00,13,1,12,8
2024-06-22 00:00:00,13,2,50,4
2024-06-23 00:00:00,13,2,104,4
2024-06-24 00:00:00,13,2,48,6
2024-06-25 00:00:00,112,5,201,7
2024-06-26 00:00:00,29,3,55,6
2024-06-27 00:00:00,14,3,35,6
2024-06-28 00:00:00,14,2,52,3
2024-06-28 00:00:00,14,2,52,3
2024-06-30 00:00:00,12,1,18,3
2024-07-01 00:00:00,16,3,105,6
2024-07-02 00:00:00,50,1,89,3
2024-07-03 00:00:00,30,2,11,3
2024-07-04 00:00:00,13,2,1,1
2024-07-05 00:00:00,15,1,47,9
2024-07-06 00:00:00,12,1,3,2
2024-07-07 00:00:00,13,2,4,1
2024-07-08 00:00:00,15,4,6,4
2024-07-09 00:00:00,14,3,70,6
2024-07-10 00:00:00,12,1,22,8
2024-07-11 00:00:00,12,1,52,8
2024-07-12 00:00:00,13,1,5,4
2024-07-13 00:00:00,12,1,4,2
2024-07-14 00:00:00,12,1,1,1
2024-07-15 00:00:00,13,2,28,2
2024-07-16 00:00:00,12,1,7,2
2024-07-17 00:00:00,143,4,166,12
2024-07-18 00:00:00,44,1,40,9
2024-07-19 00:00:00,29,1,89,7
2024-07-20 00:00:00,12,1,6,4
2024-07-21 00:00:00,12,1,7,4
2024-07-22 00:00:00,61,2,92,10
2024-07-23 00:00:00,45,1,70,7
2024-07-24 00:00:00,143,4,252,13
2024-07-25 00:00:00,115,2,152,10
2024-07-26 00:00:00,46,1,58,11
2024-07-27 00:00:00,12,1,2,1
2024-07-28 00:00:00,12,1,3,1
2024-07-29 00:00:00,66,5,37,8
2024-07-30 00:00:00,21,3,40,7
2024-07-31 00:00:00,13,1,17,3
2024-08-01 00:00:00,14,2,34,4
2024-08-02 00:00:00,14,2,14,3
2024-08-03 00:00:00,12,1,1,1
2024-08-04 00:00:00,13,2,1,1
2024-08-05 00:00:00,14,3,31,6
2024-08-06 00:00:00,61,2,65,10
2024-08-07 00:00:00,19,3,18,2
2024-08-08 00:00:00,14,1,15,5
2024-08-09 00:00:00,13,1,51,6
2024-08-10 00:00:00,14,3,12,1
2024-08-11 00:00:00,12,1,1,1
2024-08-12 00:00:00,101,5,83,8
2024-08-13 00:00:00,14,3,13,5
2024-08-14 00:00:00,14,2,64,3
2024-08-15 00:00:00,17,3,8,5
2024-08-16 00:00:00,13,1,1,1
2024-08-17 00:00:00,14,3,1,1
2024-08-18 00:00:00,13,2,1,1
2024-08-18 00:00:00,13,2,1,1
2024-08-20 00:00:00,16,4,4,4
2024-08-21 00:00:00,79,2,121,7
2024-08-22 00:00:00,34,6,53,7
2024-08-23 00:00:00,14,2,13,7
2024-08-23 00:00:00,14,2,13,7
2024-08-25 00:00:00,12,1,2,2
2024-08-26 00:00:00,14,3,24,6
2024-08-27 00:00:00,12,1,20,6
2024-08-28 00:00:00,28,1,119,4
2024-08-29 00:00:00,17,1,84,9
2024-08-30 00:00:00,56,1,41,7
2024-08-31 00:00:00,12,1,2,2
2024-08-31 00:00:00,12,1,2,2
2024-09-02 00:00:00,42,3,9,1
2024-09-03 00:00:00,24,1,72,11
2024-09-04 00:00:00,71,5,92,12
2024-09-05 00:00:00,15,3,53,12
2024-09-06 00:00:00,20,5,22,5
2024-09-07 00:00:00,12,1,11,4
2024-09-08 00:00:00,12,1,1,1
2024-09-09 00:00:00,50,5,21,9
2024-09-10 00:00:00,12,1,41,3
2024-09-11 00:00:00,15,3,29,7
2024-09-12 00:00:00,29,1,71,5
2024-09-13 00:00:00,48,2,111,7
2024-09-14 00:00:00,13,2,8,3
2024-09-15 00:00:00,12,1,4,3
2024-09-16 00:00:00,30,2,43,4
2024-09-17 00:00:00,12,1,53,7
2024-09-18 00:00:00,28,1,90,13
2024-09-19 00:00:00,15,1,35,9
2024-09-20 00:00:00,16,4,13,3
2024-09-20 00:00:00,16,4,13,3
2024-09-22 00:00:00,12,1,1,1
2024-09-23 00:00:00,62,4,43,6
2024-09-24 00:00:00,12,1,52,11
2024-09-25 00:00:00,110,2,138,14
2024-09-26 00:00:00,258,1,182,13
2024-09-27 00:00:00,14,2,16,7
2024-09-28 00:00:00,13,2,3,3
2024-09-29 00:00:00,13,2,8,7
2024-09-30 00:00:00,14,3,21,5
2024-10-01 00:00:00,13,2,9,3
2024-10-02 00:00:00,12,1,24,6
2024-10-03 00:00:00,13,2,6,4
2024-10-04 00:00:00,13,1,20,5
2024-10-05 00:00:00,12,1,1,1
2024-10-05 00:00:00,12,1,1,1
2024-10-07 00:00:00,40,3,58,3
2024-10-08 00:00:00,55,2,111,4
2024-10-09 00:00:00,12,1,3,2
2024-10-09 00:00:00,12,1,3,2
2024-10-11 00:00:00,97,2,57,6
2024-10-12 00:00:00,12,1,24,9
2024-10-13 00:00:00,13,2,13,12
2024-10-14 00:00:00,21,3,103,16
2024-10-15 00:00:00,68,3,76,4
2024-10-16 00:00:00,13,1,19,7
2024-10-17 00:00:00,13,2,10,3
2024-10-18 00:00:00,15,3,22,8
2024-10-19 00:00:00,9,1,4,2
2024-10-19 00:00:00,9,1,4,2
2024-10-21 00:00:00,126,3,158,7
2024-10-22 00:00:00,12,1,13,6
2024-10-23 00:00:00,13,2,56,6
2024-10-24 00:00:00,12,1,23,10
2024-10-25 00:00:00,13,1,7,3
2024-10-26 00:00:00,12,1,8,8
2024-10-27 00:00:00,12,1,3,3
2024-10-28 00:00:00,13,2,9,5
2024-10-29 00:00:00,108,1,79,5
2024-10-30 00:00:00,241,1,230,7
2024-10-31 00:00:00,106,7,92,5
2024-11-01 00:00:00,126,4,182,11
2024-11-02 00:00:00,13,2,4,3
2024-11-03 00:00:00,14,3,10,3
2024-11-04 00:00:00,31,4,42,11
2024-11-05 00:00:00,30,1,54,11
2024-11-06 00:00:00,49,1,88,16
2024-11-07 00:00:00,34,3,85,10
2024-11-08 00:00:00,54,3,114,11
2024-11-09 00:00:00,12,1,11,2
2024-11-10 00:00:00,13,2,3,3
2024-11-11 00:00:00,78,2,76,7
2024-11-12 00:00:00,32,3,81,9
2024-11-13 00:00:00,15,1,82,10
2024-11-14 00:00:00,13,2,13,6
2024-11-15 00:00:00,13,1,8,2
2024-11-16 00:00:00,12,1,10,4
2024-11-17 00:00:00,12,1,8,3
2024-11-18 00:00:00,47,3,22,5
2024-11-19 00:00:00,45,1,67,5
2024-11-20 00:00:00,71,1,99,9
2024-11-21 00:00:00,97,3,42,9
2024-11-22 00:00:00,66,2,37,5
2024-11-23 00:00:00,13,2,1,1
2024-11-24 00:00:00,12,1,2,1
2024-11-25 00:00:00,29,2,32,6
2024-11-26 00:00:00,64,3,39,9
2024-11-27 00:00:00,26,1,36,9
2024-11-27 00:00:00,26,1,36,9
2024-11-29 00:00:00,13,1,2,2
2024-11-30 00:00:00,12,1,6,2
2024-11-30 00:00:00,12,1,6,2
2024-12-02 00:00:00,28,3,25,3
2024-12-03 00:00:00,13,2,10,4
2024-12-04 00:00:00,12,1,11,10
2024-12-05 00:00:00,12,1,6,6
2024-12-06 00:00:00,38,2,37,3
2024-12-07 00:00:00,13,2,3,3
2024-12-08 00:00:00,13,2,27,6
2024-12-09 00:00:00,60,2,42,9
2024-12-10 00:00:00,12,1,15,7
2024-12-11 00:00:00,98,3,97,12
2024-12-12 00:00:00,29,2,81,12
2024-12-13 00:00:00,57,1,55,7
2024-12-14 00:00:00,13,2,7,3
2024-12-15 00:00:00,12,1,1,1
2024-12-16 00:00:00,46,3,19,6
2024-12-17 00:00:00,32,3,27,4
2024-12-18 00:00:00,13,2,15,9
2024-12-19 00:00:00,34,4,20,5
2024-12-20 00:00:00,15,1,21,8
2024-12-21 00:00:00,13,2,23,3
2024-12-22 00:00:00,12,1,4,3
2024-12-23 00:00:00,14,3,1,1
2024-12-24 00:00:00,12,1,1,1
2024-12-25 00:00:00,12,1,3,3
2024-12-26 00:00:00,12,1,1,1
2024-12-27 00:00:00,13,1,2,2
2024-12-28 00:00:00,12,1,10,6
2024-12-29 00:00:00,12,1,1,1
2024-12-29 00:00:00,12,1,1,1
2024-12-31 00:00:00,12,1,5,1
2025-01-01 00:00:00,13,2,1,1
2025-01-02 00:00:00,12,1,5,3
2025-01-03 00:00:00,13,1,16,5
2025-01-04 00:00:00,12,1,5,2
2025-01-05 00:00:00,13,2,2,2
2025-01-06 00:00:00,14,3,60,6
2025-01-07 00:00:00,13,1,28,6
2025-01-08 00:00:00,12,1,3,2
2025-01-09 00:00:00,12,1,4,4
2025-01-10 00:00:00,13,1,10,2
2025-01-11 00:00:00,12,1,1,1
2025-01-12 00:00:00,12,1,2,2
2025-01-13 00:00:00,13,2,1,1
2025-01-14 00:00:00,15,4,4,2
2025-01-15 00:00:00,13,2,11,5
2025-01-16 00:00:00,14,2,4,2
2025-01-17 00:00:00,13,1,3,1
2025-01-18 00:00:00,12,1,3,2
2025-01-19 00:00:00,13,2,3,2
2025-01-20 00:00:00,13,2,3,2
2025-01-21 00:00:00,12,1,21,7
2025-01-22 00:00:00,12,1,54,7
2025-01-23 00:00:00,46,1,72,8
2025-01-24 00:00:00,64,3,24,8
2025-01-25 00:00:00,13,2,2,2
2025-01-26 00:00:00,12,1,6,5
2025-01-27 00:00:00,29,2,15,5
2025-01-28 00:00:00,12,1,14,5
2025-01-29 00:00:00,80,1,67,7
2025-01-30 00:00:00,14,3,8,5
2025-01-31 00:00:00,17,3,12,6
2025-01-31 00:00:00,17,3,12,6
2025-02-02 00:00:00,13,2,27,10
2025-02-03 00:00:00,21,10,37,7
2025-02-04 00:00:00,86,7,92,13
2025-02-05 00:00:00,110,3,110,12
2025-02-06 00:00:00,68,9,153,13
2025-02-07 00:00:00,14,2,5,4
2025-02-08 00:00:00,15,4,1,1
2025-02-09 00:00:00,13,2,3,3
2025-02-10 00:00:00,18,7,22,7
2025-02-11 00:00:00,45,4,53,8
2025-02-12 00:00:00,0,0,33,29
2025-02-14 00:00:00,18,6,12,12
2025-02-15 00:00:00,13,2,11,10
2025-02-16 00:00:00,12,1,35,6
2025-02-17 00:00:00,16,5,16,10
2025-02-18 00:00:00,52,2,106,7
2025-02-19 00:00:00,53,2,98,11
2025-02-20 00:00:00,50,2,128,10
2025-02-21 00:00:00,188,7,117,12
2025-02-22 00:00:00,10,2,6,3
2025-02-23 00:00:00,31,5,9,4
2025-02-24 00:00:00,83,10,52,4
2025-02-25 00:00:00,11,3,21,7
2025-02-26 00:00:00,60,9,76,10
2025-02-27 00:00:00,33,7,51,12
2025-03-11 00:00:00,10,2,25,2
2025-03-12 00:00:00,10,2,4,4
2025-03-13 00:00:00,16,3,34,7
2025-03-14 00:00:00,11,2,22,8
2025-03-15 00:00:00,9,1,22,5
2025-03-16,10,2,10,3
2025-03-17,156,9,176,17
2025-03-18,80,8,37,9
2025-03-19,20,6,18,11
2025-03-20,10,1,24,7
2025-03-21,55,8,62,8
2025-03-22,14,6,2,2
2025-03-23,169,9,4,3
2025-03-24,55,11,11,6
2025-03-26,63,11,28,6
2025-03-27,10,2,28,2
2025-03-28,11,2,10,6
2025-03-29,12,4,1,1
2025-03-29,12,4,1,1
2025-03-31,11,3,18,5
2025-04-02,23,2,30,8
2025-04-03,10,1,22,7
2025-04-04,38,7,4,4
2025-04-05,12,4,9,9
2025-04-06,12,3,14,11
2025-04-07,11,3,20,6
2025-04-08,36,7,33,6
2025-04-09,38,4,61,9
2025-04-10,87,8,41,9
2025-04-10,87,8,41,9
2025-04-11,40,4,58,6
2025-04-12,64,11,2,2
2025-04-13,11,3,3,3
2025-04-14,15,3,65,10
2025-04-15,22,1,67,9
2025-04-16,26,6,30,8
2025-04-17,82,4,61,10
2025-04-18,75,11,35,9
2025-04-19,28,8,31,3
2025-04-20,9,1,3,3
2025-04-21,15,3,25,5
2025-04-22,22,1,40,9
2025-04-23,116,10,56,11
2025-04-23,116,10,56,11
2025-04-24,82,7,60,4
2025-04-25,14,3,9,1
2025-04-25,14,3,9,1
2025-04-26,10,2,1,1
2025-04-26,10,2,1,1
2025-04-27,10,2,5,4
2025-04-27,10,2,5,4
2025-04-28,51,5,10,6
2025-04-28,51,5,10,6
2025-04-29,13,5,20,3
2025-04-29,13,5,20,3
2025-04-30,32,3,11,3
2025-04-30,32,3,11,3
2025-05-01,15,6,40,8
2025-05-02,38,3,57,4
2025-05-02,38,3,57,4
2025-05-02,38,3,57,4
2025-05-04,10,2,6,4
2025-05-04,10,2,6,4
2025-05-05,66,5,50,6
2025-05-05,66,5,50,6
2025-05-06,11,2,4,4
2025-05-07,56,8,23,5
2025-05-07,56,8,23,5
2025-05-08,25,3,25,6
2025-05-09,14,5,5,5
2025-05-09,14,5,5,5
2025-05-10,16,6,2,2
2025-05-10,16,6,2,2
2025-05-11,12,4,1,1
2025-05-12,14,3,15,4
2025-05-12,14,3,15,4
2025-05-13,104,13,124,10
2025-05-13,104,13,124,10
2025-05-14,66,34,17,6
2025-05-14,66,34,17,6
2025-05-15,36,7,33,7
2025-05-15,36,7,33,7
2025-05-16,16,5,11,4
2025-05-16,16,5,11,4
2025-05-17,12,4,13,3
2025-05-17,12,4,13,3
2025-05-18,10,2,9,4
2025-05-18,10,2,9,4
2025-05-19,12,3,16,6
2025-05-20,9,1,12,8
2025-05-20,9,1,12,8
2025-05-21,62,12,202,26
2025-05-21,62,12,202,26
2025-05-22,10,1,33,11
2025-05-22,10,1,33,11
2025-05-23,13,3,15,7
2025-05-23,13,3,15,7
2025-05-24,14,5,4,3
2025-05-24,14,5,4,3
2025-05-25,11,3,12,8
2025-05-25,11,3,12,8
2025-05-26,28,5,3,3
2025-05-26,28,5,3,3
2025-05-27,60,11,103,14
2025-05-27,60,11,103,14
2025-05-28,172,13,258,8
2025-05-28,172,13,258,8
2025-05-29,12,2,49,14
2025-05-29,12,2,49,14
2025-05-30,65,11,95,14
2025-05-30,65,11,95,14
2025-05-31,64,8,36,20
2025-05-31,64,8,36,20
2025-06-01,9,1,9,5
2025-06-01,9,1,9,5
2025-06-02,25,4,37,8
2025-06-02,25,4,37,8
2025-06-03,71,12,36,8
2025-06-03,71,12,36,8
2025-06-04,225,97,104,11
2025-06-04,225,97,104,11
2025-06-05,25,4,90,5
2025-06-05,25,4,90,5
2025-06-06,96,71,4,3
2025-06-06,96,71,4,3
2025-06-07,12,4,5,5
2025-06-07,12,4,5,5
2025-06-08,44,8,4,3
2025-06-08,44,8,4,3
2025-06-09,121,14,147,8
2025-06-09,121,14,147,8
2025-06-10,48,8,8,7
2025-06-10,48,8,8,7
2025-06-11,41,11,19,6
2025-06-11,41,11,19,6
2025-06-12,32,8,30,6
2025-06-12,32,8,30,6
2025-06-13,56,11,65,6
2025-06-13,56,11,65,6
2025-06-14,24,6,3,3
2025-06-14,24,6,3,3
2025-06-15,12,4,5,4
2025-06-15,12,4,5,4
2025-06-16,57,11,14,5
2025-06-16,57,11,14,5
2025-06-17,126,26,138,9
2025-06-17,126,26,138,9
2025-06-18,18,4,13,7
2025-06-18,18,4,13,7
2025-06-19,11,3,14,5
2025-06-19,11,3,14,5
2025-06-20,45,6,36,13
2025-06-20,45,6,36,13
2025-06-21,21,7,684,3
2025-06-21,21,7,684,3
2025-06-22,14,5,10,4
2025-06-22,14,5,10,4
2025-06-23,12,4,4,4
2025-06-23,12,4,4,4
2025-06-24,122,16,125,8
2025-06-24,122,16,125,8
2025-06-25,53,7,41,5
2025-06-25,53,7,41,5
2025-06-26,11,3,8,8
2025-06-26,11,3,8,8
2025-06-27,11,2,10,9
2025-06-27,11,2,10,9
2025-06-28,11,3,1,1
2025-06-28,11,3,1,1
2025-06-29,10,1,3,1
2025-06-29,10,1,3,1
2025-06-30,20,3,58,6
2025-06-30,20,3,58,6
2025-07-01,32,6,144,16
2025-07-02,94,15,143,10
2025-07-02,94,15,143,10
2025-07-03,51,15,63,15
2025-07-03,51,15,63,15
2025-07-04,15,6,11,5
2025-07-04,15,6,11,5
2025-07-05,14,5,4,3
2025-07-05,14,5,4,3
2025-07-06,14,5,5,2
2025-07-06,14,5,5,2
2025-07-07,9,1,10,4
2025-07-07,9,1,10,4
2025-07-08,14,4,48,8
2025-07-08,14,4,48,8
2025-07-09,43,8,92,5
2025-07-09,43,8,92,5
2025-07-10,15,1,51,9
2025-07-10,15,1,51,9
2025-07-11,26,15,10,4
2025-07-11,26,15,10,4
2025-07-12,15,7,1,1
2025-07-12,15,7,1,1
2025-07-12,15,7,1,1
2025-07-14,37,7,21,6
2025-07-14,37,7,21,6
2025-07-15,42,6,43,6
2025-07-15,42,6,43,6
2025-07-16,44,10,68,9
2025-07-16,44,10,68,9
2025-07-17,21,3,49,12
2025-07-17,21,3,49,12
2025-07-18,44,10,20,4
2025-07-18,44,10,20,4
2025-07-19,12,4,1,1
2025-07-19,12,4,1,1
2025-07-20,25,16,6,3
2025-07-20,25,16,6,3
2025-07-21,78,21,154,11
2025-07-21,78,21,154,11
2025-07-22,162,27,112,23
2025-07-22,162,27,112,23
2025-07-23,202,39,230,11
2025-07-23,202,39,230,11
2025-07-24,56,10,74,11
2025-07-24,56,10,74,11
2025-07-25,52,13,41,6
2025-07-25,52,13,41,6
2025-07-25,52,13,41,6
2025-07-25,52,13,41,6
2025-07-27,14,6,10,4
2025-07-27,14,6,10,4
2025-07-28,17,4,44,7
2025-07-28,17,4,44,7
2025-07-29,12,4,10,6
2025-07-29,12,4,10,6
2025-07-30,52,9,56,6
2025-07-30,52,9,56,6
2025-07-31,16,3,17,2
2025-07-31,16,3,17,2
2025-08-01,38,6,20,6
2025-08-01,38,6,20,6
2025-08-01,38,6,20,6
2025-08-01,38,6,20,6
2025-08-03,15,7,3,3
2025-08-03,15,7,3,3
2025-08-04,11,3,31,4
2025-08-04,11,3,31,4
2025-08-05,13,5,6,4
2025-08-05,13,5,6,4
2025-08-06,12,4,4,2
2025-08-06,12,4,4,2
2025-08-07,13,2,55,5
2025-08-07,13,2,55,5
2025-08-08,24,12,16,6
2025-08-08,24,12,16,6
2025-08-09,12,4,1,1
2025-08-09,12,4,1,1
2025-08-10,10,2,2,2
2025-08-10,10,2,2,2
2025-08-11,13,5,3,3
2025-08-11,13,5,3,3
2025-08-12,20,10,5,3
2025-08-12,20,10,5,3
2025-08-13,15,7,19,4
2025-08-14,0,0,7,5
2025-08-14,0,0,7,5
2025-08-15,0,0,22,10
2025-08-16,0,0,10,5
2025-08-17,0,0,9,3
2025-08-18,0,0,8,6
2025-08-18,0,0,8,6
2025-08-19,0,0,19,2
2025-08-19,0,0,19,2
2025-08-19,0,0,19,2
2025-08-19,0,0,19,2
2025-08-21,10,2,19,5
2025-08-21,10,2,19,5
2025-08-22,11,2,6,2
2025-08-22,11,2,6,2
2025-08-23,19,2,10,3
2025-08-23,19,2,10,3
2025-08-24,22,5,11,5
2025-08-24,22,5,11,5
2025-08-25,18,10,10,4
2025-08-25,18,10,10,4
2025-08-26,11,3,9,3
2025-08-26,11,3,9,3
2025-08-27,14,5,8,4
2025-08-27,14,5,8,4
2025-08-28,30,13,4,3
2025-08-28,30,13,4,3
2025-08-29,15,5,6,2
2025-08-29,15,5,6,2
2025-08-30,11,3,2,2
2025-08-30,11,3,2,2
2025-08-31,10,2,2,2
2025-08-31,10,2,2,2
2025-09-01,10,2,1,1
2025-09-01,10,2,1,1
2025-09-02,41,5,21,6
2025-09-02,41,5,21,6
2025-09-03,148,13,230,5
2025-09-03,148,13,230,5
2025-09-04,107,16,79,11
2025-09-04,107,16,79,11
2025-09-05,38,11,19,7
2025-09-05,38,11,19,7
2025-09-05,38,11,19,7
2025-09-05,38,11,19,7
2025-09-07,12,3,1,1
2025-09-07,12,3,1,1
2025-09-08,18,3,34,3
2025-09-08,18,3,34,3
2025-09-09,15,7,22,5
2025-09-09,15,7,22,5
2025-09-10,57,3,19,17
2025-09-10,57,3,19,17
2025-09-11,35,15,19,17
2025-09-11,35,15,19,17
2025-09-12,25,12,18,18
2025-09-12,25,12,18,18
2025-09-13,21,8,8,8
2025-09-13,21,8,8,8
2025-09-14,17,6,10,10
2025-09-14,17,6,10,10
2025-09-15,15,6,23,6
2025-09-15,15,6,23,6
2025-09-16,19,7,22,8
2025-09-16,19,7,22,8
2025-09-17,28,14,6,5
2025-09-17,28,14,6,5
2025-09-18,64,20,18,7
2025-09-18,64,20,18,7
2025-09-19,36,8,17,3
2025-09-19,36,8,17,3
2025-09-20,39,18,6,3
2025-09-20,39,18,6,3
2025-09-21,70,28,1,1
2025-09-21,70,28,1,1
2025-09-22,146,30,30,9
2025-09-23,29,18,6,6
2025-09-23,29,18,6,6
2025-09-24,130,35,102,10
2025-09-24,130,35,102,10
2025-09-25,101,37,9,7
2025-09-25,101,37,9,7
2025-09-26,32,17,7,5
2025-09-26,32,17,7,5
2025-09-27,18,9,5,5
2025-09-27,18,9,5,5
2025-09-28,41,18,5,5
2025-09-28,41,18,5,5
2025-09-29,36,15,6,5
2025-09-29,36,15,6,5
2025-09-30,50,32,41,6
2025-09-30,50,32,41,6
2025-10-01,104,33,57,11
2025-10-01,104,33,57,11
2025-10-02,32,9,59,6
2025-10-02,32,9,59,6
2025-10-03,37,7,60,8
2025-10-03,37,7,60,8
2025-10-03,37,7,60,8
2025-10-03,37,7,60,8
2025-10-05,17,5,2,2
2025-10-05,17,5,2,2
2025-10-06,21,10,16,10
2025-10-06,21,10,16,10
2025-10-07,31,21,20,4
2025-10-07,31,21,20,4
2025-10-08,14,5,27,9
2025-10-08,14,5,27,9
2025-10-09,41,24,8,6
2025-10-09,41,24,8,6
2025-10-10,72,23,95,9
2025-10-10,72,23,95,9
2025-10-11,33,16,17,6
2025-10-11,33,16,17,6
2025-10-12,18,8,7,6
2025-10-12,18,8,7,6
2025-10-13,24,9,50,9
2025-10-13,24,9,50,9
2025-10-14,37,21,43,6
2025-10-14,37,21,43,6
2025-10-15,72,21,57,10
2025-10-16,63,22,43,13
2025-10-16,63,22,43,13
2025-10-17,59,23,15,13
2025-10-17,59,23,15,13
2025-10-18,27,11,5,5
2025-10-19,17,5,7,7
2025-10-19,17,5,7,7
2025-10-20,48,20,10,7
2025-10-20,48,20,10,7
2025-10-21,57,32,21,8
2025-10-21,57,32,21,8
2025-10-22,55,28,15,9
2025-10-22,55,28,15,9
2025-10-23,46,19,25,4
2025-10-23,46,19,25,4
2025-10-24,53,23,18,7
2025-10-24,53,23,18,7
2025-10-25,30,15,12,12
2025-10-25,30,15,12,12
2025-10-26,88,15,7,6
2025-10-26,88,15,7,6
2025-10-27,39,17,34,14
2025-10-27,39,17,34,14
2025-10-28,57,33,15,9
2025-10-28,57,33,15,9
2025-10-29,61,26,111,14
2025-10-29,61,26,111,14
2025-10-30,83,25,150,8
2025-10-30,83,25,150,8
2025-10-31,105,45,86,17
2025-10-31,105,45,86,17
2025-11-01,74,48,9,8
2025-11-02,14,5,8,7
2025-11-03,67,29,141,62
2025-11-03,67,29,141,62
2025-11-04,59,28,53,37
2025-11-04,59,28,53,37
2025-11-05,42,24,50,28
2025-11-05,42,24,50,28
2025-11-06,106,52,66,9
2025-11-06,106,52,66,9
2025-11-07,68,41,15,10
2025-11-07,68,41,15,10
2025-11-08,15,5,11,7
2025-11-08,15,5,11,7
2025-11-09,24,9,9,9
2025-11-09,24,9,9,9
2025-11-10,12,3,8,6
2025-11-10,12,3,8,6
2025-11-11,107,47,18,7
2025-11-11,107,47,18,7
2025-11-12,33,23,8,8
2025-11-12,33,23,8,8
2025-11-13,40,16,66,8
2025-11-13,40,16,66,8
2025-11-14,16,5,8,5
2025-11-14,16,5,8,5
2025-11-15,17,9,2,2
2025-11-15,17,9,2,2
2025-11-16,10,2,7,7
2025-11-16,10,2,7,7
2025-11-17,32,4,22,12
2025-11-17,32,4,22,12
2025-11-18,35,25,20,7
2025-11-18,35,25,20,7
2025-11-19,52,17,31,11
2025-11-19,52,17,31,11
2025-11-20,15,5,41,26
2025-11-20,15,5,41,26
2025-11-21,32,10,72,10
2025-11-21,32,10,72,10
2025-11-22,24,10,8,6
2025-11-22,24,10,8,6
2025-11-23,27,7,1,1
2025-11-23,27,7,1,1
2025-11-24,39,15,9,8
2025-11-24,39,15,9,8
2025-11-25,14,5,9,9
2025-11-25,14,5,9,9
2025-11-26,201,119,18,3
2025-11-26,201,119,18,3
2025-11-27,59,22,5,5
2025-11-27,59,22,5,5
2025-11-28,47,25,5,5
2025-11-28,47,25,5,5
2025-11-29,29,16,2,2
2025-11-29,29,16,2,2
2025-11-30,22,14,3,3
2025-11-30,22,14,3,3
2025-12-01,70,25,21,5
2025-12-02,36,18,24,9
